preview_action,target_table,company_id,id_policy,document_id_resolution,procedure_doc_id_resolution,doc_number,name,module,print_template_key,field_schema_length,field_schema_sha1,version,status,review_status,publish,soft_delete,existing_match,existing_status,review_note,created_policy,modified_policy
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-09-2022 -> existing_document:c72101fe-e8d6-4bba-bf0b-5a8ca22e8203",JL-7.3-01,抽样条件启用评审记录,QMS候选记录模板,generic_record_form,17,afe69fa6a4e785f2bb71ec2fb35cde8e15c99adc,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-06-2022 -> existing_document:0f711c80-d608-48e4-97a6-5c8f7b559c65",JL-7.4-01,样品接收与异常处置记录,QMS候选记录模板,generic_record_form,17,708b7111b4981118989685b9b50be3b2ea7cc181,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-06-2022 -> existing_document:0f711c80-d608-48e4-97a6-5c8f7b559c65",JL-7.5-01,技术记录更正记录,QMS候选记录模板,generic_record_form,17,c744b8d9ebe04121701cbdfed356f30fbd9a0bd9,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-06-2022 -> existing_document:0f711c80-d608-48e4-97a6-5c8f7b559c65",JL-7.6-01,测量不确定度适用性评审记录,QMS候选记录模板,generic_record_form,16,500d4dff48d740902653e5dc9d23aacda5c8c578,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-15-2022 -> existing_document:019e5a3b-efb8-41b4-a358-3e9ebf48e8a1",JL-7.7-01,结果有效性监控计划与评价记录,QMS候选记录模板,generic_record_form,17,a77a5c994397d543240229fe5cc3107c64523eea,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-06-2022 -> existing_document:0f711c80-d608-48e4-97a6-5c8f7b559c65",JL-7.8-01,报告复核与授权签发记录,QMS候选记录模板,generic_record_form,16,591f9f4b47bacfa7ba52c43bf2f6c2a8c7f4c782,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-14-2022 -> existing_document:21ecf196-7b6e-43ba-a8c7-4b1841ca0120",JL-7.9-01,投诉处理记录,QMS候选记录模板,generic_record_form,17,1f21e12705318e1d0935715822dfce0b2ed10ed4,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-15-2022 -> existing_document:019e5a3b-efb8-41b4-a358-3e9ebf48e8a1",JL-7.10-01,不符合工作影响评价与恢复授权记录,QMS候选记录模板,generic_record_form,16,5106c26af17e4180bf1f3b520882bdacc45fdc4f,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-08-2022 -> existing_document:a12b02c2-21f7-4001-b8ee-4ee9d9567135",JL-7.11-01,电子表格/软件适用性确认记录,QMS候选记录模板,generic_record_form,18,07c47697084179d0e33ea6918b93a17a214ac24c,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-08-2022 -> existing_document:a12b02c2-21f7-4001-b8ee-4ee9d9567135",JL-8.3-01,文件修订评审与发布记录,QMS候选记录模板,generic_record_form,17,59bfae63ec5797d35dbe4e278549faa65a856a1a,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-06-2022 -> existing_document:0f711c80-d608-48e4-97a6-5c8f7b559c65",JL-8.4-01,记录归档与借阅记录,QMS候选记录模板,generic_record_form,17,5bb6a47d4d9316511027b894fe4af222157c9d56,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-17-2022 -> existing_document:e9b11461-f4e2-4620-a013-ea79c4038120",JL-8.5-01,风险和机遇措施跟踪记录,QMS候选记录模板,generic_record_form,17,a53f24ef493fb4ba58042e44ccfd63711b8d70b9,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-12-2022 -> existing_document:5b384f91-1fa4-4c2e-9031-6921449cdd6c",JL-8.6-01,改进建议与效果评价记录,QMS候选记录模板,generic_record_form,16,9a431fc02a9786ace7e4919fcd3c4fa3c77264a4,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-15-2022 -> existing_document:019e5a3b-efb8-41b4-a358-3e9ebf48e8a1",JL-8.7-01,纠正措施记录,QMS候选记录模板,generic_record_form,16,66a83f530bad5563d5d597b154dbb13bfd995622,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-15-2022 -> existing_document:019e5a3b-efb8-41b4-a358-3e9ebf48e8a1",JL-8.8-01,内审计划、检查表与整改验证记录,QMS候选记录模板,generic_record_form,17,3a33a8f4e69fe20657bc63ee7edcdb60b3a0850b,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
create_draft,record_form_templates,00000000-0000-0000-0000-000000000001,qms_uuid_at_apply_time,candidate_document_created_same_apply,"XZTC/CX-16-2022 -> existing_document:324a1982-5f65-4c08-b58a-5d3d51b3c313",JL-8.9-01,管理评审输入输出及跟踪记录,QMS候选记录模板,generic_record_form,17,05fd1ccd29f8bdc06e66407a2eacecf21ea21e1d,候选,draft,pending,0,0,no,,由第五版候选修订包生成；正式启用前需人工核实现用表单、保存期限和字段。,apply_time,apply_time
