preview_action,target_table,write_now,company_id,id_policy,document_id_resolution,document_role,doc_number,title,version,source_status,markdown_path,render_status_plan,status_plan,publish_plan,soft_delete_plan,existing_structured_match,existing_structured_status,phase_dependency,review_note
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,e6507716-7912-4c49-9d47-2dbea53a29c8,existing_document:324a1982-5f65-4c08-b58a-5d3d51b3c313,procedure,XZTC/CX-16-2022,实施纠正措施程序,2022,current,现用文件/程序文件/程序文件2022/16-2022实施纠正措施程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,0a5273ef-30e0-4e55-8ad2-b3d5400f3a0c,existing_document:e9b11461-f4e2-4620-a013-ea79c4038120,procedure,XZTC/CX-17-2022,实施预防措施程序,2022,current,现用文件/程序文件/程序文件2022/17-2022实施预防措施程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,5286bdf9-33b2-413d-a238-a82f0766c692,existing_document:b3f04a33-b9a3-4646-972a-02ea638bbb62,procedure,XZTC/CX-18-2022,改进控制程序,2022,current,现用文件/程序文件/程序文件2022/18-2022改进控制程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,896f96fd-e7f4-4cca-9290-bc677ce22771,existing_document:08a10a34-01c9-4837-aad7-86290d378669,procedure,XZTC/CX-19-2022,记录控制程序,2022,current,现用文件/程序文件/程序文件2022/19-2022记录控制程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,769f6600-7805-40c1-8542-4cd873b1dbd2,existing_document:3245dde8-3e65-49a7-a7e8-f2f7d693df78,procedure,XZTC/CX-20-2022,内部管理体系审核程序,2022,current,现用文件/程序文件/程序文件2022/20-2022内部管理体系审核程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,ea8f7a82-ff11-4e71-aadf-087dee941798,existing_document:c6c027a5-54ba-4287-b4cd-c9234e7f0f39,procedure,XZTC/CX-21-2022,管理评审程序,2022,current,现用文件/程序文件/程序文件2022/21-2022管理评审程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,497f5b6a-f23c-430a-9cc8-5075ff850914,existing_document:8dc0fb9b-84e8-43bb-949e-df5a510a7e9e,procedure,XZTC/CX-22-2022,检测方法的选择与确认程序,2022,current,现用文件/程序文件/程序文件2022/22-2022检测方法的选择与确认程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,9bf38e39-c5ec-4601-a0b8-dc33465f1870,existing_document:0e897427-0558-4e81-bb1d-37c74dab3a62,procedure,XZTC/CX-23-2022,允许方法偏离控制程序,2022,current,现用文件/程序文件/程序文件2022/23-2022允许方法偏离控制程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,53867019-37ca-4204-aed3-baaca1047126,existing_document:e61ab76f-4a95-4f38-90ce-0a9c54415e21,procedure,XZTC/CX-24-2022,开展新项目评审程序,2022,current,现用文件/程序文件/程序文件2022/24-2022开展新项目评审程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,74081727-aca9-48db-81f9-810e8edefb18,existing_document:a28aa4e9-e72b-4c87-9512-47213a41c9ce,procedure,XZTC/CX-25-2022,检测工作控制程序,2022,current,现用文件/程序文件/程序文件2022/25-2022检测工作控制程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,1873d748-8053-4f8a-8f32-86cff3eaf66d,existing_document:6d5eeaed-64c1-468c-9034-dc0d0e7c72b7,procedure,XZTC/CX-26-2022,计算机文件及数据控制程序,2022,current,现用文件/程序文件/程序文件2022/26-2022计算机文件及数据控制程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,7b7c4962-4373-4136-8b4a-f1f64476ed28,existing_document:a73a4a76-fefc-4b1f-9038-35644b4967a4,procedure,XZTC/CX-27-2022,测量不确定度的评审控制程序,2022,current,现用文件/程序文件/程序文件2022/27-2022测量不确定度的评审控制程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,039f9d3f-8be0-40f9-b1c0-952e240d7dd7,existing_document:1195517d-33a6-4e2d-a5b1-17b90a81c698,procedure,XZTC/CX-28-2022,样品处置和管理程序,2022,current,现用文件/程序文件/程序文件2022/28-2022样品处置和管理程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,0d3a1d37-6991-4286-951f-af1f164c75cb,existing_document:efcbe71f-d194-4bed-93bd-965845b58edb,procedure,XZTC/CX-29-2022,结果报告管理程序,2022,current,现用文件/程序文件/程序文件2022/29-2022结果报告管理程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,dd92d55b-e8b4-44fa-8541-c6b5816cfd5f,existing_document:b8bede2d-2a3f-4ed2-a2c9-4a003ce1f1d3,procedure,XZTC/CX-30-2022,检测结果质量控制及能力验证程序,2022,current,现用文件/程序文件/程序文件2022/30-2022检测结果质量控制及能力验证程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,3ba633ed-fade-4eec-be6c-a3223d718de0,existing_document:81588b50-963a-4318-93aa-821ed4bbf6c3,procedure,XZTC/CX-31-2022,检测工作的监督程序,2022,current,现用文件/程序文件/程序文件2022/31-2022检测工作的监督程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,36e2cbc8-61e6-4260-954a-e0a55a3f34fc,existing_document:1ecf0642-c1a6-4b52-bfcb-2ae42bf71948,procedure,XZTC/CX-32-2022,风险评估控制程序,2022,current,现用文件/程序文件/程序文件2022/32-2022风险评估控制程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,e58446a2-fdee-4e55-85c4-4d5bb4a470a0,existing_document:d9dd985e-b3d5-4fc6-ac2d-aa48b82122f2,procedure,XZTC/CX-33-2022,内务与安全管理程序,2022,current,现用文件/程序文件/程序文件2022/33-2022内务与安全管理程序.docx,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,ae6d0473-3ce4-4903-9144-43f3db933c1c,existing_document:14648c83-5dc6-42bc-b93c-21f182eadf46,procedure,XZTC/CX-34-2022,内部监控管理程序,2022,current,现用文件/程序文件/程序文件2022/34-2022内部监控管理程序.doc,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
refresh_existing_structured_reference,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,a152b893-4c0b-454a-9312-ba8f12a9ffd8,existing_document:5d92e0f7-2bb5-4e69-8e36-67215351449d,procedure,XZTC/CX-35-2022,抽样控制程序,2022,current,现用文件/程序文件/程序文件2022/35-2022抽样控制程序.doc,not_rendered,structured,after_human_review,0,yes,structured,existing_document_available,"用户确认以 LIMS 当前导出的 2022 程序清单作为现行程序目录。"
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,XZTC/CX-05-02-2022,仪器设备计量溯源结果确认表,2022,draft,现用文件/程序文件/程序文件2022/05-02-2022仪器设备计量溯源结果确认表.docx,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,"LIMS 导出 2022 清单中的编号附件/表单；不作为程序文件自动匹配，需人工确认归入记录模板或程序附件。"
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-4.1-01,公正性风险识别与处置记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-4.2-01,保密承诺与权限确认记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-5-01,岗位职责与授权确认表,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-6.2-01,人员能力确认与授权记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-6.3-01,环境条件监控与异常处置记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-6.4-01,设备状态与期间核查记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-6.5-01,计量溯源结果确认记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-6.6-01,外部服务与供应品评价记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.1-01,合同评审记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.2-01,方法验证/确认记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.3-01,抽样条件启用评审记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.4-01,样品接收与异常处置记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.5-01,技术记录更正记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.6-01,测量不确定度适用性评审记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.7-01,结果有效性监控计划与评价记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.8-01,报告复核与授权签发记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.9-01,投诉处理记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.10-01,不符合工作影响评价与恢复授权记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-7.11-01,电子表格/软件适用性确认记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-8.3-01,文件修订评审与发布记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-8.4-01,记录归档与借阅记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-8.5-01,风险和机遇措施跟踪记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-8.6-01,改进建议与效果评价记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-8.7-01,纠正措施记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-8.8-01,内审计划、检查表与整改验证记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
create_structured_candidate_after_phase1,qms_structured_documents,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,candidate_document_after_phase1_apply,record_form,JL-8.9-01,管理评审输入输出及跟踪记录,候选,draft,13-记录模板包-候选清单.md,not_rendered,draft,0,0,no,,phase1_apply_and_human_review_required,第五版候选手册记录证据链候选模板。
