preview_action,target_table,write_now,company_id,id_policy,block_id_resolution,target_type,target_code,target_id_resolution,relation_type,confidence,source_column,publish_plan,soft_delete_plan,phase_dependency
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_3 -> candidate_block_at_stage2_apply",record_form_template,JL-6.3-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_4 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-03-02-2022,existing_document:ff93caff-76a7-447b-ab69-3a679ea37ad1,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_4 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-03-2022,existing_document:0fa0cbc4-ac88-4707-b251-12f2a19695e1,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_4 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-04-2022,existing_document:14e16ac2-a083-4d63-b17b-1adb91d5d728,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_4 -> candidate_block_at_stage2_apply",attachment_form_document,XZTC/CX-05-02-2022,candidate_document_after_phase1_apply,implements,review_required,attachment_form_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_4 -> candidate_block_at_stage2_apply",record_form_template,JL-6.4-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_5 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-03-02-2022,existing_document:ff93caff-76a7-447b-ab69-3a679ea37ad1,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_5 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-05-2022,existing_document:5f2d98aa-c184-4145-b594-f3265da429f4,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_5 -> candidate_block_at_stage2_apply",attachment_form_document,XZTC/CX-05-02-2022,candidate_document_after_phase1_apply,implements,review_required,attachment_form_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_5 -> candidate_block_at_stage2_apply",record_form_template,JL-6.5-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_6 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-11-2022,existing_document:e4cb301d-027e-43d8-9e84-0632d6fb9999,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_6 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-19-2022,existing_document:08a10a34-01c9-4837-aad7-86290d378669,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_6 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-32-2022,existing_document:1ecf0642-c1a6-4b52-bfcb-2ae42bf71948,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_6_6 -> candidate_block_at_stage2_apply",record_form_template,JL-6.6-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_1 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-08-2022,existing_document:a12b02c2-21f7-4001-b8ee-4ee9d9567135,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_1 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-09-2022,existing_document:c72101fe-e8d6-4bba-bf0b-5a8ca22e8203,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_1 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-12-2022,existing_document:5b384f91-1fa4-4c2e-9031-6921449cdd6c,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_1 -> candidate_block_at_stage2_apply",record_form_template,JL-7.1-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_2 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-22-2022,existing_document:8dc0fb9b-84e8-43bb-949e-df5a510a7e9e,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_2 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-23-2022,existing_document:0e897427-0558-4e81-bb1d-37c74dab3a62,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_2 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-24-2022,existing_document:e61ab76f-4a95-4f38-90ce-0a9c54415e21,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_2 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-27-2022,existing_document:a73a4a76-fefc-4b1f-9038-35644b4967a4,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_2 -> candidate_block_at_stage2_apply",record_form_template,JL-7.2-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_3 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-09-2022,existing_document:c72101fe-e8d6-4bba-bf0b-5a8ca22e8203,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_3 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-28-2022,existing_document:1195517d-33a6-4e2d-a5b1-17b90a81c698,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_3 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-35-2022,existing_document:5d92e0f7-2bb5-4e69-8e36-67215351449d,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_3 -> candidate_block_at_stage2_apply",record_form_template,JL-7.3-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_4 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-06-2022,existing_document:0f711c80-d608-48e4-97a6-5c8f7b559c65,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_4 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-25-2022,existing_document:a28aa4e9-e72b-4c87-9512-47213a41c9ce,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_4 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-28-2022,existing_document:1195517d-33a6-4e2d-a5b1-17b90a81c698,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_4 -> candidate_block_at_stage2_apply",record_form_template,JL-7.4-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_5 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-19-2022,existing_document:08a10a34-01c9-4837-aad7-86290d378669,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_5 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-25-2022,existing_document:a28aa4e9-e72b-4c87-9512-47213a41c9ce,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_5 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-26-2022,existing_document:6d5eeaed-64c1-468c-9034-dc0d0e7c72b7,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_5 -> candidate_block_at_stage2_apply",record_form_template,JL-7.5-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_6 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-22-2022,existing_document:8dc0fb9b-84e8-43bb-949e-df5a510a7e9e,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_6 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-27-2022,existing_document:a73a4a76-fefc-4b1f-9038-35644b4967a4,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_6 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-30-2022,existing_document:b8bede2d-2a3f-4ed2-a2c9-4a003ce1f1d3,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_6 -> candidate_block_at_stage2_apply",record_form_template,JL-7.6-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_7 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-15-2022,existing_document:019e5a3b-efb8-41b4-a358-3e9ebf48e8a1,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_7 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-16-2022,existing_document:324a1982-5f65-4c08-b58a-5d3d51b3c313,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_7 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-30-2022,existing_document:b8bede2d-2a3f-4ed2-a2c9-4a003ce1f1d3,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_7 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-34-2022,existing_document:14648c83-5dc6-42bc-b93c-21f182eadf46,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_7 -> candidate_block_at_stage2_apply",record_form_template,JL-7.7-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_8 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-06-2022,existing_document:0f711c80-d608-48e4-97a6-5c8f7b559c65,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_8 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-26-2022,existing_document:6d5eeaed-64c1-468c-9034-dc0d0e7c72b7,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_8 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-29-2022,existing_document:efcbe71f-d194-4bed-93bd-965845b58edb,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_8 -> candidate_block_at_stage2_apply",record_form_template,JL-7.8-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_9 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-14-2022,existing_document:21ecf196-7b6e-43ba-a8c7-4b1841ca0120,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_9 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-15-2022,existing_document:019e5a3b-efb8-41b4-a358-3e9ebf48e8a1,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_9 -> candidate_block_at_stage2_apply",procedure_document,XZTC/CX-16-2022,existing_document:324a1982-5f65-4c08-b58a-5d3d51b3c313,implements,review_required,procedure_doc_numbers,after_human_review,0,manual_revision_human_decision_required
create_block_link_after_block_apply,qms_document_block_links,no,00000000-0000-0000-0000-000000000001,qms_uuid_at_stage2_apply_time,"manual_v5_candidate_7_9 -> candidate_block_at_stage2_apply",record_form_template,JL-7.9-01,candidate_record_template_after_phase1_apply,requires_record,review_required,record_template_numbers,after_human_review,0,manual_revision_human_decision_required
