trial_marker,generated_at,source_template_csv,template_code,template_name,status,review_status,applicable_clauses,procedure_doc_numbers,responsible_position,trigger_time,field_values_json,missing_human_inputs,markdown_file,import_allowed,review_note
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-7.3-01,抽样条件启用评审记录,draft,trial_only_pending_human_review,7.3,XZTC/CX-09-2022；XZTC/CX-28-2022；XZTC/CX-35-2022,技术负责人/业务受理,合同或标准要求公司承担抽样时,"{""record_number"":""SIM-JL-7.3-01-20260707-001"",""record_name"":""抽样条件启用评审记录"",""applicable_clause"":""7.3"",""related_procedure"":""XZTC/CX-09-2022；XZTC/CX-28-2022；XZTC/CX-35-2022"",""responsible_position"":""技术负责人/业务受理"",""trigger_time"":""合同或标准要求公司承担抽样时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_7735cc3c"":""模拟：启用原因待按真实业务填写。"",""specific_02_c27532f6"":""模拟：抽样方案待按真实业务填写。"",""specific_03_6c621daa"":""模拟：人员待按真实业务填写。"",""specific_04_01f2c16c"":""模拟：设备待按真实业务填写。"",""specific_05_65baf7de"":""模拟：偏离待按真实业务填写。"",""specific_06_8e4fd489"":""模拟：报告声明待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-7.3-01-抽样条件启用评审记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-7.4-01,样品接收与异常处置记录,draft,trial_only_pending_human_review,7.4,XZTC/CX-06-2022；XZTC/CX-25-2022；XZTC/CX-28-2022,样品管理员,样品接收、流转、异常发现时,"{""record_number"":""SIM-JL-7.4-01-20260707-001"",""record_name"":""样品接收与异常处置记录"",""applicable_clause"":""7.4"",""related_procedure"":""XZTC/CX-06-2022；XZTC/CX-25-2022；XZTC/CX-28-2022"",""responsible_position"":""样品管理员"",""trigger_time"":""样品接收、流转、异常发现时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_81ce6708"":""模拟：样品编号待按真实业务填写。"",""specific_02_62e951a6"":""模拟：状态待按真实业务填写。"",""specific_03_b9ae8931"":""模拟：数量待按真实业务填写。"",""specific_04_5caf2793"":""模拟：异常待按真实业务填写。"",""specific_05_01b544f5"":""模拟：客户沟通待按真实业务填写。"",""specific_06_4f136db2"":""模拟：处置待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-7.4-01-样品接收与异常处置记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-7.5-01,技术记录更正记录,draft,trial_only_pending_human_review,7.5、8.4,XZTC/CX-06-2022；XZTC/CX-19-2022；XZTC/CX-25-2022；XZTC/CX-26-2022,原记录人员/复核人员,原始记录或电子记录需更正时,"{""record_number"":""SIM-JL-7.5-01-20260707-001"",""record_name"":""技术记录更正记录"",""applicable_clause"":""7.5、8.4"",""related_procedure"":""XZTC/CX-06-2022；XZTC/CX-19-2022；XZTC/CX-25-2022；XZTC/CX-26-2022"",""responsible_position"":""原记录人员/复核人员"",""trigger_time"":""原始记录或电子记录需更正时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_33be4b60"":""模拟：原内容待按真实业务填写。"",""specific_02_9011eca0"":""模拟：更正内容待按真实业务填写。"",""specific_03_1ff9c3d0"":""模拟：原因待按真实业务填写。"",""specific_04_b6fed9af"":""模拟：日期待按真实业务填写。"",""specific_05_0fe0b81e"":""模拟：责任人待按真实业务填写。"",""specific_06_b38c92c3"":""模拟：复核待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-7.5-01-技术记录更正记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-7.6-01,测量不确定度适用性评审记录,draft,trial_only_pending_human_review,7.6、7.8,XZTC/CX-06-2022；XZTC/CX-22-2022；XZTC/CX-26-2022；XZTC/CX-27-2022；XZTC/CX-29-2022；XZTC/CX-30-2022,技术负责人,方法确认、报告符合性声明或客户要求时,"{""record_number"":""SIM-JL-7.6-01-20260707-001"",""record_name"":""测量不确定度适用性评审记录"",""applicable_clause"":""7.6、7.8"",""related_procedure"":""XZTC/CX-06-2022；XZTC/CX-22-2022；XZTC/CX-26-2022；XZTC/CX-27-2022；XZTC/CX-29-2022；XZTC/CX-30-2022"",""responsible_position"":""技术负责人"",""trigger_time"":""方法确认、报告符合性声明或客户要求时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_c76229f9"":""模拟：结果类型待按真实业务填写。"",""specific_02_5a08e027"":""模拟：贡献来源待按真实业务填写。"",""specific_03_7d319b55"":""模拟：评定方法待按真实业务填写。"",""specific_04_b7d38014"":""模拟：适用边界待按真实业务填写。"",""specific_05_76fcd9cd"":""模拟：报告要求待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-7.6-01-测量不确定度适用性评审记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-7.7-01,结果有效性监控计划与评价记录,draft,trial_only_pending_human_review,7.7,XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-30-2022；XZTC/CX-34-2022,技术负责人/质量负责人,年度策划、质控活动后,"{""record_number"":""SIM-JL-7.7-01-20260707-001"",""record_name"":""结果有效性监控计划与评价记录"",""applicable_clause"":""7.7"",""related_procedure"":""XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-30-2022；XZTC/CX-34-2022"",""responsible_position"":""技术负责人/质量负责人"",""trigger_time"":""年度策划、质控活动后"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_e8513e4d"":""模拟：监控方式待按真实业务填写。"",""specific_02_e1668a04"":""模拟：频次待按真实业务填写。"",""specific_03_1a26633d"":""模拟：准则待按真实业务填写。"",""specific_04_0a2c91ce"":""模拟：结果待按真实业务填写。"",""specific_05_5caf2793"":""模拟：异常待按真实业务填写。"",""specific_06_d8e38b5f"":""模拟：改进待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-7.7-01-结果有效性监控计划与评价记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-7.8-01,报告复核与授权签发记录,draft,trial_only_pending_human_review,7.8,XZTC/CX-06-2022；XZTC/CX-26-2022；XZTC/CX-29-2022,复核人/授权签字人,报告发布前、报告修订时,"{""record_number"":""SIM-JL-7.8-01-20260707-001"",""record_name"":""报告复核与授权签发记录"",""applicable_clause"":""7.8"",""related_procedure"":""XZTC/CX-06-2022；XZTC/CX-26-2022；XZTC/CX-29-2022"",""responsible_position"":""复核人/授权签字人"",""trigger_time"":""报告发布前、报告修订时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_19e2e278"":""模拟：报告编号待按真实业务填写。"",""specific_02_5762b9c8"":""模拟：复核项待按真实业务填写。"",""specific_03_2fb49eec"":""模拟：问题待按真实业务填写。"",""specific_04_32b3f16d"":""模拟：结论待按真实业务填写。"",""specific_05_1c31fbd8"":""模拟：授权人待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-7.8-01-报告复核与授权签发记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-7.9-01,投诉处理记录,draft,trial_only_pending_human_review,7.9,XZTC/CX-14-2022；XZTC/CX-15-2022；XZTC/CX-16-2022,质量负责人,投诉接收至关闭全过程,"{""record_number"":""SIM-JL-7.9-01-20260707-001"",""record_name"":""投诉处理记录"",""applicable_clause"":""7.9"",""related_procedure"":""XZTC/CX-14-2022；XZTC/CX-15-2022；XZTC/CX-16-2022"",""responsible_position"":""质量负责人"",""trigger_time"":""投诉接收至关闭全过程"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_00472167"":""模拟：投诉内容待按真实业务填写。"",""specific_02_b56d9ac6"":""模拟：确认待按真实业务填写。"",""specific_03_9e17115d"":""模拟：调查待按真实业务填写。"",""specific_04_1375012f"":""模拟：决定待按真实业务填写。"",""specific_05_ffc78509"":""模拟：回复待按真实业务填写。"",""specific_06_6c14bd7f"":""模拟：关闭待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-7.9-01-投诉处理记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-7.10-01,不符合工作影响评价与恢复授权记录,draft,trial_only_pending_human_review,7.10,XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-32-2022,质量负责人/技术负责人,不符合发生、处置和恢复时,"{""record_number"":""SIM-JL-7.10-01-20260707-001"",""record_name"":""不符合工作影响评价与恢复授权记录"",""applicable_clause"":""7.10"",""related_procedure"":""XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-32-2022"",""responsible_position"":""质量负责人/技术负责人"",""trigger_time"":""不符合发生、处置和恢复时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_cb98816f"":""模拟：不符合描述待按真实业务填写。"",""specific_02_aaabff1b"":""模拟：影响范围待按真实业务填写。"",""specific_03_569b1741"":""模拟：措施待按真实业务填写。"",""specific_04_25b80462"":""模拟：客户通知待按真实业务填写。"",""specific_05_8a6ef834"":""模拟：恢复授权待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-7.10-01-不符合工作影响评价与恢复授权记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-7.11-01,电子表格/软件适用性确认记录,draft,trial_only_pending_human_review,7.11,XZTC/CX-08-2022；XZTC/CX-19-2022；XZTC/CX-26-2022,技术负责人/文件管理员,模板或软件投入使用及变更前,"{""record_number"":""SIM-JL-7.11-01-20260707-001"",""record_name"":""电子表格/软件适用性确认记录"",""applicable_clause"":""7.11"",""related_procedure"":""XZTC/CX-08-2022；XZTC/CX-19-2022；XZTC/CX-26-2022"",""responsible_position"":""技术负责人/文件管理员"",""trigger_time"":""模板或软件投入使用及变更前"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_1be7ae4f"":""模拟：名称待按真实业务填写。"",""specific_02_7c49c8f2"":""模拟：用途待按真实业务填写。"",""specific_03_989d1aff"":""模拟：版本待按真实业务填写。"",""specific_04_148da7ca"":""模拟：验证方法待按真实业务填写。"",""specific_05_560165a6"":""模拟：权限待按真实业务填写。"",""specific_06_2aadd3e0"":""模拟：备份待按真实业务填写。"",""specific_07_32b3f16d"":""模拟：结论待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-7.11-01-电子表格软件适用性确认记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-8.3-01,文件修订评审与发布记录,draft,trial_only_pending_human_review,8.3,XZTC/CX-08-2022；XZTC/CX-26-2022,文件管理员/质量负责人,文件编制、修订、废止时,"{""record_number"":""SIM-JL-8.3-01-20260707-001"",""record_name"":""文件修订评审与发布记录"",""applicable_clause"":""8.3"",""related_procedure"":""XZTC/CX-08-2022；XZTC/CX-26-2022"",""responsible_position"":""文件管理员/质量负责人"",""trigger_time"":""文件编制、修订、废止时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_647a5da0"":""模拟：文件编号待按真实业务填写。"",""specific_02_91cd39b0"":""模拟：修订原因待按真实业务填写。"",""specific_03_899a6650"":""模拟：评审意见待按真实业务填写。"",""specific_04_62e26d21"":""模拟：批准待按真实业务填写。"",""specific_05_ebab5d4e"":""模拟：发放待按真实业务填写。"",""specific_06_feeb19ac"":""模拟：作废待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-8.3-01-文件修订评审与发布记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-8.4-01,记录归档与借阅记录,draft,trial_only_pending_human_review,8.4,XZTC/CX-06-2022；XZTC/CX-19-2022；XZTC/CX-26-2022,文件管理员,记录归档、查阅、借阅和销毁时,"{""record_number"":""SIM-JL-8.4-01-20260707-001"",""record_name"":""记录归档与借阅记录"",""applicable_clause"":""8.4"",""related_procedure"":""XZTC/CX-06-2022；XZTC/CX-19-2022；XZTC/CX-26-2022"",""responsible_position"":""文件管理员"",""trigger_time"":""记录归档、查阅、借阅和销毁时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_6537aa4e"":""模拟：记录名称待按真实业务填写。"",""specific_02_9f42dac6"":""模拟：编号待按真实业务填写。"",""specific_03_442d21cc"":""模拟：归档位置待按真实业务填写。"",""specific_04_fb2f8cfd"":""模拟：借阅人待按真实业务填写。"",""specific_05_bdd41ed2"":""模拟：归还待按真实业务填写。"",""specific_06_4f136db2"":""模拟：处置待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-8.4-01-记录归档与借阅记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-8.5-01,风险和机遇措施跟踪记录,draft,trial_only_pending_human_review,8.5,XZTC/CX-17-2022；XZTC/CX-18-2022；XZTC/CX-32-2022,质量负责人,风险措施实施及评价时,"{""record_number"":""SIM-JL-8.5-01-20260707-001"",""record_name"":""风险和机遇措施跟踪记录"",""applicable_clause"":""8.5"",""related_procedure"":""XZTC/CX-17-2022；XZTC/CX-18-2022；XZTC/CX-32-2022"",""responsible_position"":""质量负责人"",""trigger_time"":""风险措施实施及评价时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_eed09e83"":""模拟：风险项待按真实业务填写。"",""specific_02_569b1741"":""模拟：措施待按真实业务填写。"",""specific_03_0fe0b81e"":""模拟：责任人待按真实业务填写。"",""specific_04_b5a2b1fd"":""模拟：期限待按真实业务填写。"",""specific_05_68d4cdfc"":""模拟：证据待按真实业务填写。"",""specific_06_666671d8"":""模拟：有效性待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-8.5-01-风险和机遇措施跟踪记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-8.6-01,改进建议与效果评价记录,draft,trial_only_pending_human_review,8.6,XZTC/CX-12-2022；XZTC/CX-18-2022；XZTC/CX-20-2022；XZTC/CX-21-2022,过程负责人,改进机会提出和完成后,"{""record_number"":""SIM-JL-8.6-01-20260707-001"",""record_name"":""改进建议与效果评价记录"",""applicable_clause"":""8.6"",""related_procedure"":""XZTC/CX-12-2022；XZTC/CX-18-2022；XZTC/CX-20-2022；XZTC/CX-21-2022"",""responsible_position"":""过程负责人"",""trigger_time"":""改进机会提出和完成后"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_c63f79e6"":""模拟：来源待按真实业务填写。"",""specific_02_c5134eb1"":""模拟：建议待按真实业务填写。"",""specific_03_569b1741"":""模拟：措施待按真实业务填写。"",""specific_04_819c58d5"":""模拟：实施结果待按真实业务填写。"",""specific_05_07049a20"":""模拟：效果评价待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-8.6-01-改进建议与效果评价记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-8.7-01,纠正措施记录,draft,trial_only_pending_human_review,8.7,XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-20-2022,责任部门/质量负责人,不符合、投诉、审核发现需纠正措施时,"{""record_number"":""SIM-JL-8.7-01-20260707-001"",""record_name"":""纠正措施记录"",""applicable_clause"":""8.7"",""related_procedure"":""XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-20-2022"",""responsible_position"":""责任部门/质量负责人"",""trigger_time"":""不符合、投诉、审核发现需纠正措施时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_2fb49eec"":""模拟：问题待按真实业务填写。"",""specific_02_1ff9c3d0"":""模拟：原因待按真实业务填写。"",""specific_03_569b1741"":""模拟：措施待按真实业务填写。"",""specific_04_ddb7bfe5"":""模拟：完成情况待按真实业务填写。"",""specific_05_0a55bc40"":""模拟：有效性验证待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-8.7-01-纠正措施记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-8.8-01,内审计划、检查表与整改验证记录,draft,trial_only_pending_human_review,8.8,XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-19-2022；XZTC/CX-20-2022,内审组长,年度内审、专项内审时,"{""record_number"":""SIM-JL-8.8-01-20260707-001"",""record_name"":""内审计划、检查表与整改验证记录"",""applicable_clause"":""8.8"",""related_procedure"":""XZTC/CX-15-2022；XZTC/CX-16-2022；XZTC/CX-19-2022；XZTC/CX-20-2022"",""responsible_position"":""内审组长"",""trigger_time"":""年度内审、专项内审时"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_d0eec577"":""模拟：覆盖质量手册 4.1 至 8.9 相关过程，真实范围由年度内审方案确认。"",""specific_02_1a26633d"":""模拟：CNAS-CL01、CMA 现行评审准则、质量手册和程序文件。"",""specific_03_523e40a0"":""模拟：发现记录字段保存期限待确认，需由文件管理员补充。"",""specific_04_180acae9"":""模拟：暂按观察项处理；真实内审应按证据判定不符合等级。"",""specific_05_c89ed65a"":""模拟：补充保存期限、复核职责和电子记录更正规则。"",""specific_06_80144e2e"":""模拟：整改完成后由内审员复核；本记录仅验证模板字段可承接闭环。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-8.8-01-内审计划、检查表与整改验证记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
SIMULATED_TRIAL_NOT_REAL_RECORD,2026-07-07T07:03:31,lims_preimport_package/record_form_templates_preimport.csv,JL-8.9-01,管理评审输入输出及跟踪记录,draft,trial_only_pending_human_review,8.9,XZTC/CX-16-2022；XZTC/CX-19-2022；XZTC/CX-20-2022；XZTC/CX-21-2022,最高管理者/质量负责人,管理评审前后,"{""record_number"":""SIM-JL-8.9-01-20260707-001"",""record_name"":""管理评审输入输出及跟踪记录"",""applicable_clause"":""8.9"",""related_procedure"":""XZTC/CX-16-2022；XZTC/CX-19-2022；XZTC/CX-20-2022；XZTC/CX-21-2022"",""responsible_position"":""最高管理者/质量负责人"",""trigger_time"":""管理评审前后"",""reviewer"":""待人工确认"",""storage_location"":""待人工确认"",""retention_period"":""待人工确认"",""confidentiality_level"":""待确认"",""correction_rule"":""保留原始信息、更正原因、更正日期、责任人和复核痕迹；本试填为模拟数据，不作为正式更正规则。SIMULATED_TRIAL_NOT_REAL_RECORD"",""specific_01_29f9128d"":""模拟：输入项待按真实业务填写。"",""specific_02_b4fab72f"":""模拟：评审结论待按真实业务填写。"",""specific_03_38453d59"":""模拟：决议待按真实业务填写。"",""specific_04_0fe0b81e"":""模拟：责任人待按真实业务填写。"",""specific_05_cf355540"":""模拟：完成期限待按真实业务填写。"",""specific_06_80144e2e"":""模拟：验证待按真实业务填写。""}",保存位置；保存期限；保密等级；现用表单一致性；责任岗位签核规则,JL-8.9-01-管理评审输入输出及跟踪记录-试填.md,no,模拟试填，不作为真实运行记录，不得导入生产库，不得作为受控记录。
